"MATERIAL ON STOCK";
"------------------------------";
"created by STOCK MANAGER";"V013";
"date:";"2019-04-12 16:20:13";"(YYYY-MM-DD HH:MM:SS)";

"PART_ID";"PART_CODE_BEL";"DATE_EDITED";"QTY_ON_STOCK";"QTY_RESERVED";"QTY_AVAILABLE";"MANUFACTURER_1_NAME";"PART_CODE";"DATE_EDITED";"STATUS_PRODUCTION";"URL_DATASHEET_1";"URL_DATASHEET_2";"MANUFACTURER_2_NAME";"PART_CODE";"DATE_EDITED";"STATUS_PRODUCTION";"URL_DATASHEET_1";"URL_DATASHEET_2";"MANUFACTURER_3_NAME";"PART_CODE";"DATE_EDITED";"STATUS_PRODUCTION";"URL_DATASHEET_1";"URL_DATASHEET_2";"DISTRIBUTOR_1_NAME";"ORDER_CODE";"DATE_EDITED";"QTY_MIN";"PRICE_NET";"DISTRIBUTOR_2_NAME";"ORDER_CODE";"DATE_EDITED";"QTY_MIN";"PRICE_NET";"DISTRIBUTOR_3_NAME";"ORDER_CODE";"DATE_EDITED";"QTY_MIN";"PRICE_NET";"DISTRIBUTOR_4_NAME";"ORDER_CODE";"DATE_EDITED";"QTY_MIN";"PRICE_NET";"DISTRIBUTOR_5_NAME";"ORDER_CODE";"DATE_EDITED";"QTY_MIN";"PRICE_NET";"DISTRIBUTOR_6_NAME";"ORDER_CODE";"DATE_EDITED";"QTY_MIN";"PRICE_NET";"STORAGE_PLACE";"REMARKS";"PROJECT";
"127";"R_PAC_S_0603_VAL_2k";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"ERJ3GEYJ202V";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1500035.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2059609";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"128";"R_PAC_S_0603_VAL_2k7";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"MCHP03W8F2701T5E";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1723233.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1576289";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"129";"R_PAC_S_0603_VAL_330";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"CPF0603B330RE1";"2015-03-13 17:10:34";"UNKNOWN";"http://www.tycoelectronics.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773200&DocType=Data+Sheet&DocLang=English";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1697369";"2015-04-08 10:46:54";"10";"0.28";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"130";"R_PAC_S_0603_VAL_3k16_TOL_1%";"2016-02-29 16:52:58";"46";"0";"46";"MULTICOMP";"MC0063W060313K16";"2015-11-19 12:51:37";"ACTIVE";"http://www.farnell.com/datasheets/1788326.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1170838";"2015-11-19 12:50:58";"10";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/8";"n/a";"n/a";
"131";"R_PAC_S_0603_VAL_3k3";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"MC 0.063W 0603 5% 3K3";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1739504.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9332022";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"132";"R_PAC_S_0603_VAL_430k_TOL_1%";"2016-02-29 16:52:58";"46";"0";"46";"VISHAY";"CRCW0603430KFKEA";"2015-11-19 12:45:18";"ACTIVE";"http://www.farnell.com/datasheets/1697337.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2138561";"2015-11-19 12:44:18";"10";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/8";"n/a";"n/a";
"133";"R_PAC_S_0805_VAL_4k7";"2019-04-12 16:20:13";"43";"0";"43";"BOURNS";"CR0805-JW-472ELF";"2015-06-04 10:28:15";"ACTIVE";"http://www.farnell.com/datasheets/691949.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"FARNELL";"2333558";"2015-07-09 09:32:52";"1";"0.02";"AX ELECTRONIC";"199009";"2015-08-11 10:08:27";"1";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/9";"n/a";"n/a";
"134";"R_PAC_S_0603_VAL_56";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"MC 0.063W 0603 5% 56R";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1739504.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9332197";"2015-04-10 08:53:23";"50";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"135";"R_PAC_S_0603_VAL_7k87_TOL_1%";"2016-02-29 16:52:58";"46";"0";"46";"VISHAY";"CRCW06037K87FKEA";"2015-11-19 12:47:38";"ACTIVE";"http://www.farnell.com/datasheets/1697337.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2138416";"2015-11-19 12:49:21";"10";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/8";"n/a";"n/a";
"136";"R_PAC_S_0603_VAL_8k2";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"MC 0.063W 0603 5% 8K2";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1739504.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9332324";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"137";"R_PAC_S_0603_VAL_9R1";"2016-02-29 16:52:58";"46";"0";"46";"PANASONIC";"ERJ3GEYJ9R1V";"2015-11-19 12:21:38";"ACTIVE";"http://www.farnell.com/datasheets/1500035.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2059547";"2015-11-19 12:20:43";"100";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/8";"n/a";"n/a";
"138";"R_PAC_S_0805_VAL_0";"2015-08-12 09:37:47";"82";"0";"82";"MULTICOMP";"MCMR08X000 PTL";"2015-08-10 11:05:04";"ACTIVE";"http://www.farnell.com/datasheets/1716708.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"AX ELECTRONIC";"MCMR08X000";"2015-08-13 12:15:02";"100";"0.01";"FARNELL";"2073603";"2015-04-08 10:42:20";"100";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/10";"n/a";"n/a";
"139";"R_PAC_S_0805_VAL_0R05";"2016-02-29 16:52:58";"46";"0";"46";"BOURNS";"CRL0805-FW-R050ELF";"2015-11-19 12:39:19";"ACTIVE";"http://www.farnell.com/datasheets/1448069.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2008296";"2015-11-19 12:38:21";"10";"0.59";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/9";"n/a";"n/a";
"140";"R_PAC_S_0805_VAL_100";"2019-02-16 16:58:49";"43";"0";"43";"BOURNS";"CR0805-JW-101ELF";"2015-03-17 17:10:21";"ACTIVE";"http://www.farnell.com/datasheets/691949.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"AX ELECTRONIC";"198984";"2015-08-11 10:05:47";"1";"0.03";"FARNELL";"2333586";"2015-03-17 17:11:37";"1";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/1";"n/a";"n/a";
"141";"R_PAC_S_0805_VAL_100k";"2019-04-12 16:20:13";"479";"0";"479";"n/a";"n/a";"2019-03-02 17:50:52";"UNKNOWN";"n/a";"n/a";"VISHAY";"CRCW0805100KFKEA";"2019-03-02 17:51:11";"ACTIVE";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1469860";"2019-03-02 17:48:31";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/1";"n/a";"n/a";
"142";"R_PAC_S_0805_VAL_105";"2019-04-12 16:20:13";"47";"0";"47";"VISHAY";"CRCW0805105RFKEA";"2015-03-17 17:14:28";"ACTIVE";"http://www.farnell.com/datasheets/1697337.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2138844";"2015-03-17 17:15:39";"50";"0.18";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/1";"n/a";"n/a";
"143";"R_PAC_S_0805_VAL_10k";"2018-08-17 14:19:13";"803";"0";"803";"multicomp";"MC 0.1W 0805 5% 10K";"2015-03-17 17:42:18";"ACTIVE";"http://www.farnell.com/datasheets/1716700.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"AX";"428999";"2015-07-16 11:49:48";"1";"0.05";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9333720";"2015-03-17 17:43:28";"50";"0.04";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S40";"n/a";"n/a";
"144";"R_PAC_S_0805_VAL_12k_TOL_1%";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"MC01W0805112K";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1729047.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9332502";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"145";"R_PAC_S_0805_VAL_160";"2019-04-12 16:20:13";"211";"0";"211";"multicomp";"MC01W08055160R";"2015-03-17 17:07:52";"ACTIVE";"http://www.farnell.com/datasheets/1716700.pdf";"n/a";"PANASONIC";"ERJ6ENF1600V";"2019-03-02 17:15:15";"ACTIVE";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"FARNELL";"2303464";"2019-03-02 17:17:32";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9333975";"2015-03-17 17:07:18";"50";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/2 S40";"n/a";"n/a";
"146";"R_PAC_S_0805_VAL_169";"2019-04-12 16:20:13";"34";"0";"34";"multicomp";"MC01W08051169R";"2015-03-18 07:53:53";"ACTIVE";"http://www.farnell.com/datasheets/1729047.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2141752";"2015-03-18 07:53:13";"1";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/2";"n/a";"n/a";
"147";"R_PAC_S_0805_VAL_1M";"2019-04-12 16:20:13";"409";"0";"409";"MULTICOMP";"MC01W080551M";"2015-07-09 09:56:53";"ACTIVE";"http://www.farnell.com/datasheets/1716700.pdf";"n/a";"YAGEO";"RC0805JR-071ML";"2015-08-06 10:19:11";"ACTIVE";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"DIGIKEY";"311-1.0MARCT-ND";"2015-08-06 10:20:30";"1";"0.10";"AX ELECTRONIC";"MC01W080551M";"2015-08-13 12:14:11";"50";"0.01";"FARNELL";"9333746";"2015-04-07 11:44:40";"50";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S34";"n/a";"n/a";
"148";"R_PAC_S_0805_VAL_1_TOL_1%";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"ERJ6BQF1R0V";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/391509.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1717826";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"149";"R_PAC_S_0805_VAL_1k";"2018-08-29 19:23:26";"484";"0";"484";"MULTICOMP";"MCHP05W4F1001T5E";"2015-07-24 14:27:59";"ACTIVE";"http://www.farnell.com/datasheets/1739502.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"AX";"433053";"2015-07-24 14:27:35";"1";"0.10";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1576459";"2015-03-17 16:59:57";"50";"0.08";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S40";"n/a";"n/a";
"150";"R_PAC_S_0805_VAL_1k5";"2019-04-12 16:20:13";"42";"0";"42";"VISHAY";"CRCW08051K50FKEA";"2015-07-09 09:57:09";"ACTIVE";"http://www.farnell.com/datasheets/1720486.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"AX";"511414";"2015-07-24 14:30:48";"1";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1652940";"2015-04-07 11:48:51";"1";"0.02";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/10";"n/a";"n/a";
"151";"R_PAC_S_0805_VAL_200";"2018-08-29 19:23:26";"121";"0";"121";"MULTICOMP";"MC 0.1W 0805 5% 200R";"2015-07-16 11:56:46";"ACTIVE";"http://www.farnell.com/datasheets/1716700.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"AX";"429035";"2015-07-16 11:58:05";"1";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9334076";"2015-04-07 11:51:43";"50";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S40";"n/a";"n/a";
"152";"R_PAC_S_0805_VAL_200k";"2015-05-12 12:40:25";"1";"0";"1";"unknown";"CRCW0805200KFKEA";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1720486.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1652950";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/2";"n/a";"n/a";
"153";"R_PAC_S_0805_VAL_240";"2019-04-12 16:20:13";"127";"0";"127";"VISHAY";"CRCW0805240RFKEA";"2015-03-17 17:18:09";"ACTIVE";"http://www.farnell.com/datasheets/1533075.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"1652963";"2015-03-17 17:19:14";"1";"0.06";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/3";"n/a";"n/a";
"154";"R_PAC_S_0805_VAL_27";"2015-03-13 17:10:34";"0";"0";"0";"unknown";"MC01W0805527R";"2015-03-13 17:10:34";"UNKNOWN";"http://www.farnell.com/datasheets/1716700.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9334246";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"n/a";
"155";"R_PAC_S_0805_VAL_2k4";"2015-12-14 16:01:55";"28";"0";"28";"PANASONIC";"ERJ6GEYJ242V";"2015-07-24 14:24:20";"ACTIVE";"http://www.farnell.com/datasheets/1678796.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"AX";"788812";"2015-07-24 14:24:42";"1";"0.02";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"2323829";"2015-04-07 11:38:10";"1";"0.01";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S26/1";"n/a";"n/a";
"156";"R_PAC_S_0805_VAL_2k7";"2019-04-12 16:20:13";"108";"0";"108";"MULTICOMP";"MC01W080552K7";"2015-07-16 15:37:38";"ACTIVE";"http://www.farnell.com/datasheets/1716700.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"AX";"429053";"2015-07-16 15:38:52";"1";"0.04";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"FARNELL";"9334262";"2015-04-07 11:41:20";"50";"0.03";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S14/4";"n/a";"n/a";
"157";"R_PAC_S_0805_VAL_33";"2019-04-12 16:20:13";"38";"0";"38";"BOURNS";"CR0805-JW-330ELF";"2015-07-16 15:31:32";"ACTIVE";"http://www.farnell.com/datasheets/691949.pdf";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"UNKNOWN";"n/a";"n/a";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"AX";"965923";"2015-07-17 08:56:18";"1";"0.04";"FARNELL";"2333592";"2015-04-07 11:46:48";"1";"0.04";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"n/a";"n/a";"0000-00-00 00:00:00";"1";"0.00";"S26/8";"n/a";"n/a";
